0	1	23.833333333333336
0	3	428.5000000000001
0	4	2.5000000000000018
0	9	10.000000000000007
0	10	599.333333333334
0	12	2.5000000000000018
0	13	176.6666666666668
0	16	47.50000000000002
0	17	701.3333333333322
0	19	1758.333333333349
1	2	44199.16666666408
1	3	270.1666666666666
1	4	414.5
1	5	2678.166666666661
1	6	2339.8333333333435
1	7	605.4999999999995
1	8	453.8333333333339
1	9	860.9999999999999
1	11	6549.833333333277
1	12	285.00000000000006
1	13	2793.833333333333
1	14	2848.666666666634
1	16	841.8333333333318
1	17	205.33333333333323
1	18	790.3333333333327
1	19	27.333333333333343
1	20	90.66666666666679
2	3	18.666666666666675
2	4	118.16666666666674
2	5	243.83333333333326
2	6	368.0000000000001
2	7	65.33333333333339
2	8	21.333333333333343
2	9	117.50000000000009
2	11	1716.333333333344
2	12	71.66666666666669
2	13	1534.3333333333312
2	14	162.99999999999983
2	16	566.0000000000008
2	18	13.499999999999991
2	19	1.6666666666666679
2	20	8.000000000000004
3	4	479.83333333333417
3	7	330.5000000000001
3	8	332.16666666666634
3	9	6126.833333333246
3	11	716.0000000000006
3	12	4371.499999999968
3	13	1403.3333333333364
3	14	16.000000000000007
3	16	454.33333333333337
3	18	32.99999999999998
4	5	90.33333333333339
4	6	26.666666666666643
4	7	392.833333333334
4	8	179.5
4	9	322.666666666667
4	11	572.0000000000001
4	12	82.5000000000001
4	13	1495.0000000000089
4	14	16.000000000000007
4	16	572.8333333333344
4	19	2.666666666666668
5	6	50.000000000000014
5	9	11.333333333333329
5	11	77.33333333333334
5	13	13.666666666666668
5	18	5.666666666666664
5	19	57.333333333333414
6	11	191.99999999999955
6	13	48.00000000000004
6	18	33.999999999999986
7	8	3275.1666666666583
7	9	626.8333333333337
7	11	2171.66666666667
7	12	1365.3333333333371
7	13	846.8333333333302
7	14	22.333333333333343
7	16	8.833333333333337
8	9	294.6666666666666
8	11	6971.66666666668
8	12	1141.3333333333314
8	13	859.6666666666632
8	14	72.50000000000006
8	16	45.33333333333336
9	11	714.1666666666662
9	12	961.166666666666
9	13	1817.5000000000011
9	14	18.666666666666675
9	16	685.0000000000006
9	18	10.999999999999993
10	17	8.000000000000004
10	19	58.66666666666673
10	21	73.66666666666659
11	12	69.16666666666671
11	13	2145.0000000000146
11	14	314.8333333333334
11	16	556.666666666666
12	13	450.83333333333263
12	16	303.333333333333
13	14	61.00000000000004
13	16	3272.500000000011
13	18	154.66666666666646
14	16	2.666666666666668
17	19	770.6666666666642
17	20	174.66666666666663
19	20	77.0
