ID	BetweennessCentrality	ClosenessCentrality	Community CC	Global CC (per component)	Degree
475b0a97dcaacafdc396f7e08f964cbd	1.35E-04	0.30299667	0.708967503	0.69306931	101
47744193ff7ccfd43cd226e68778499b	0.00157784	0.36170918	0.637204522	0.61195929	132
4779d462575df7cea99c102b0f457676	0.0013619	0.3442623	0.933333333	0.52969435	183
47882d159279dd5b81dfeb9b5a8c2041	0	0.3190184	0.952465396	1	114
47ad40eb2caf51c16ae5987011eebfbc	0	0.28478289	0.890023566	1	62
480bc031af6f7e7409e87b075e67905d	0.00128581	0.2653706	0.727272727	0.60080645	32
4824fb4b4536626fc422be099cf2223c	0	0.32704403	0.618967989	1	50
482faa5fad012d2498bc16b5d088b1b5	0	0.34578847	0.987341772	1	51
483f37cc82130f5c9aff6c6219a6398c	0	0.7	0.79047619	1	8
48618bce66d68f1677c8b233898eb24b	0	0.28064765	0.6	1	45
48ab055afd5c83876ebd463648bff386	0	0.30103377	0.953539823	1	75
4905322ebb479e6a85a2289b265fe631	4.33E-05	0.28007181	0.642982456	0.59191919	55
4959a7ccfdfaa21858a0f4155e1eeb67	0	0.2809726	0.879273504	1	60
495bf02ad9ba23f3d89a8ceba869af28	3.95E-04	0.31767273	0.655137213	0.75140415	91
498460ea629a29779dc0c6d08dabd855	0.0031953	0.33141123	0.575450082	0.4970012	123
49891bb3e425a9826431ca083be6f27c	0	0.32704403	0.465977961	1	50
49a85436c27d8332b2c29d016f709fa9	0	0.30825688	0.882020202	1	47
49bf3ac7000a1b3f80bce50cc8375433	0	0.2621534	0.636986301	1	24
49d65ebd2c8fc9f83297b609e31c0136	0	0.31547017	0.965517241	1	24
49f8aa3221f8eb2a74f84632b6f7f3c5	0	0.28556485	0.909064831	1	47
4a04fb16e5cbd06196b35d043872a251	2.45E-04	0.32519357	0.817916261	0.60862534	106
4a265df7d0239d8326fc3ceb167150c0	0	0.29694086	0.99047619	1	59
4a407059bb8371ddcc3d6de917552902	0	0.2621534	0.976744186	1	24
4a7f1b905a70aa28ec8201d5e91a54d1	0	0.26294245	0.688803996	1	22
4ab9f19ca0626cc7f5857a07ed8702c7	0.00144339	0.3110225	0.502211055	0.45257655	104
4ae30d83a77ff8460d3b47a633b5e884	0	0.25295344	0.87533063	1	42
4aee91e7905dfd0d462ecd9e3ee9881f	2.42E-04	0.33471264	0.828142768	0.73456221	155
4b5776d8a56ac9c5f1e84ed0821f4b8f	7.26E-04	0.33646588	0.964773869	0.65376454	154
4ba25eaee0f0fe29605de3dfd87fea0d	0	0.34578847	0.987341772	1	51
4bb4ff3a9ec5055a9e1dcb9398fb903f	0	0.32635983	0.808191808	1	53
4bc60093cc1bb6e942f7488eb8a773b1	0	0.32577566	0.677258964	1	105
4bfacbcfd0a92d96394ace085da5a358	6.84E-04	0.28797468	0.989247312	0.54252577	97
4c08d12fc177808606c08892eb2ed57f	1.34E-04	0.32773109	0.956673655	0.5872807	96
4c21bd7b052651bfd89c374085b2d313	0	0.28854538	0.775135135	1	35
4c4351c1123371612aa12b9b019a1c3a	0	0.64102564	0.952380952	1	11
4c7c7a9bc1fd51d160b03d6434112f02	1.68E-04	0.32345972	0.600697962	0.64197901	116
4c8c9ac5fb972c88d59be4bec787208b	0.00754272	0.35697941	0.712315271	0.50648394	117
4c98a5eff2eacb16976f9f63192ff729	4.64E-05	0.3198594	0.987341772	0.75501189	109
4cbba606ef50e9d43cb76d2e1e33ddc6	0	0.24994278	0.983606557	1	27
4cfd1da462e9e0e847235814626d9556	8.03E-04	0.33986928	0.51849902	0.50182497	154
4d040fde434d6ac67c9b8e946ee03047	0	0.30682776	0.99378882	1	81
4d3d89a33d1107e59475617cd30b33ec	0.00119643	0.33569013	0.666666667	0.46553464	214
4d6f025a5bb0fb16dcbe3f1400f42221	0	0.16061185	0.987951807	1	42
4da6fa299c9fae9e065b5719d0ae8645	5.24E-04	0.29268293	0.745472998	0.62589195	109
4db503c56292e95307128d7394f154d5	0.00217134	0.34666667	0.666666667	0.48428676	174
4dbe82be7834b87dcb00528b381772c1	0	0.24951445	0.964240506	1	39
4dd83bfb79aa69081e1cbf44070404fe	9.42E-04	0.31093394	0.692436975	0.66688312	56
4e1003b261d6fa8ca88ee012feb75727	0	0.31329795	0.972972973	1	46
4e1d4e5d0aeaaf0fc5128fb170ee6a44	2.64E-04	0.28927152	0.825026142	0.75321477	86
4e200b18ae96c3e70bc01c2d2805c637	0.00515016	0.3338939	0.552740341	0.44137168	113
4e264734c0a24d618696ec5100e19573	4.24E-04	0.29030972	0.693820225	0.70745098	51
4e2fe975fa575c148b3545ce52d6ab4b	2.78E-05	0.2559775	0.977616455	0.98709677	31
4e51648e519990ae352d4836a985f0db	0	0.28093645	0.854991461	1	41
4e5bac3681f04ee0275189e9830f2840	0	0.2809726	0.849042632	1	60
4e95009bb3af66508a508ba74b60898f	3.42E-04	0.32679934	0.608228268	0.83407014	117
4ea97ea92ea088d994aaf779eb7e3a10	2.17E-04	0.32529044	0.903448276	0.6024576	108
4eace2a2b780760dd472ae97947cb0d1	5.51E-04	0.33277465	0.835330334	0.61832786	166
4eb3937ae8b4601bef11cbb0e7f53177	0	0.29694086	0.99047619	1	59
4ec373d670726161455e46c50c9ce8a0	0	0.30178251	0.985915493	1	39
4ed9af69b578bb5fc8b4d068a2c74d11	0.00199157	0.31451613	0.581297539	0.49352869	91
4efdc0c3e0be498319cf7a2993cba380	0	0.27889158	0.981132075	1	33
4f2e8f1fcd91981ceaae212d343a8c4f	0	0.16061185	0.987951807	1	42
4f4566b28e103e97f086ac460de7b917	0	0.30103377	0.96746279	1	75
4f770712adee8e4d6dc36777ad019b6e	0.00712155	0.34013394	0.909090909	0.35016323	189
4f77fef63ca7f166b333d3e3fe555bea	0.02820007	0.39076758	0.995515695	0.41872335	254
4f7d2d18247cd569df51d99c0e936d49	0	0.31869254	0.987341772	1	87
4f8b016bbd0635cafd0eafcbf9559c3d	0.00326402	0.34050514	0.8	0.52884097	106
4f90a9bf52093f17128743cce53e13fe	0	0.24951445	0.978902954	1	39
4ffca51d99220f51b5290fbcd2e8e815	0	0.3013245	0.80149878	1	61
500d76354f6fac0c2fb4b754dfb4c856	0	0.30751901	0.734774802	1	93
50458c80569f20f97744f5d6e5effb36	0.00107034	0.33703704	0.909090909	0.52570066	130
5068d607b46c37aeac8c1ea8152b8a72	1.86E-04	0.31284916	0.637284701	0.63621997	113
508e04def356d4171830a89f2b3ba87c	0	0.30751901	0.832971186	1	93
509fdd01cac5990cb6fac4c2163eaf8a	2.79E-05	0.31906501	0.952380952	0.87458007	95
50a80844f1a77c5615946abaa081db51	0.00157784	0.36170918	0.637204522	0.61195929	132
50da8ab48b881cd64cd9509a4c39c710	0	0.33201581	0.995515695	1	125
50ddb3a885390277c4b1a63cabbfe8c1	6.97E-05	0.30921705	0.928097345	0.77282438	119
5114e9266ce3c54543a0b36f46ba166e	0	0.28093645	0.922936259	1	41
5118039804eb574928c07fc7586984db	0	0.33201581	0.995515695	1	125
511838dd3ed05ebbddf4ddc6782fe079	0.00184072	0.31240166	0.568075117	0.52563291	80
511a7376ae3b4a7d7f619c087873bfa0	7.57E-04	0.33050847	0.728403141	0.63241758	105
512bfe7a90feb222373d5c61dfe2e827	0	0.30682776	0.99378882	1	81
513e9d1d8daa779509187bf091b0f3fb	0	0.27090052	0.900221457	1	63
516080c43973af8b52f9eb9fc2b18125	0	0.31652174	0.927804517	1	64
51ac2753ea24d332cef5c780bca94cc7	0	0.20047733	0.962962963	1	14
51c86d55e9b320de2916e884b53b701b	8.93E-05	0.31624674	0.583225806	0.60866079	87
522ebaeaca56b60d4a29b97a75e87f33	0	0.24994278	0.983606557	1	27
523f0c0cf95b00a1fa715fb6e81cd5e7	0.00128581	0.2653706	0.727272727	0.60080645	32
524f33dc3b0cd187357f68ad02e1f1ef	0	0.28892711	0.80745614	1	44
5255a199c5276698709cea085f6b96ad	0	0.32635983	0.953623188	1	53
52862acaff1c411d90945382a7a85536	2.78E-05	0.2559775	0.977616455	0.98709677	31
529c7df255470f507f680745c7b93198	0.03333333	1	0.787878788	0.86666667	6
52a8eb7ea4276a4af256f0f8ef9cd985	0	0.23524343	0.923076923	1	8
52b73cfe86e802031a42ec451077dc5f	0	0.34291098	0.987654321	1	57
52e1394bd29253f9bfe7e74b1ef7d5a5	0	0.34578847	0.95182174	1	51
52ec87c4a4f922c9b2f6e7319be7d7eb	0.00126603	0.31066856	0.492156863	0.60126219	84
531ce55fb597e76c75a623f24faebac2	4.06E-04	0.31258051	0.634029442	0.51867132	138
533d9a8b87c028c6649b5f8674c82d61	0	0.1899626	0.981132075	1	27
5373739ebc8b7039715209bb0cf727c4	0	0.26966292	0.656290237	1	49
53aa46c1431e52b55b7953607db8cf4c	0	0.31869254	0.987341772	1	87
53be2458078380cb392d3e0d57327c7e	0	0.34291098	0.987654321	1	57
53ed82dc0e881fb0ea7f1c5eb7ee340f	0	0.31652174	0.906494523	1	64
5409255175f2a0028fd92876cbb4109f	2.78E-05	0.2559775	0.977616455	0.98709677	31
542535725722b4ad5ee918d370a8cfc4	0	0.29694086	0.99047619	1	59
5439c5ba8f066b3fc6e9290d2eff0821	0	0.27440633	0.803732304	1	37
54409448c7233e944762d4d568182e71	0	0.28478289	0.84851768	1	62
544209cc87f10bdf878af66aa60770e7	0	0.16061185	0.987951807	1	42
546580d496044570cdcab4fea23f3a38	0	0.34578847	0.954230653	1	51
547046227ffe6a3dadf4c127ece653a9	0	0.27670087	0.737237237	1	17
5471adb22a1560883f75e02f37c78692	5.02E-04	0.32847045	0.646653144	0.65086093	151
5471fe48afb77b6b0ac6dd7f452206f6	0.00790352	0.34146341	0.988505747	0.61103573	67
548087c9012d0390a3e2d268432ff782	0	0.33201581	0.995515695	1	125
5491734e4527b56b27dab99bc611b94f	7.13E-05	0.27423405	0.783579639	0.71959686	95
54beb2b145846ec20feec27fedcf5082	0	0.28474576	0.983050847	1	37
54ee74b36f9749d247c60869d95fb0e0	0	0.30103377	0.990291262	1	75
5503a07031a11a888623e36bfcaa6c6c	0	0.30682776	0.99378882	1	81
552fcef43120dc6dc318bc9c778a36bf	1.86E-05	0.31948508	0.983050847	0.82534653	101
5540e9382a59d92918fc8e7e2818441c	9.38E-04	0.33455882	0.666666667	0.51783377	192
5548dd72b987d565211ec3babf7322b2	1.75E-04	0.33085896	0.757698413	0.74868991	133
557fce2a6f884a38e7fe01dcf1f598f1	0	0.1899626	0.815254237	1	27
55cfae743342f33207bff9ed3a6dade9	0	0.33201581	0.995515695	1	125
55fe6f8fe5999c61fa2fa5fc460a57a1	0	0.30682776	0.99378882	1	81
5645664bd2c22cb75692a86d549cbeed	0	0.28496868	0.639054157	1	27
564bc645ab7be0442c4237ce22d88ab4	1.80E-04	0.3019494	0.666841035	0.72035088	76
56659447a907ef3a34d68452bd128b69	1.32E-04	0.32582426	0.778314028	0.69063804	130
56697d5fccd630fc9087b3570c947126	0	0.28816467	0.761904762	1	28
567d3bf44ed937fd16074ef7348b1766	1.32E-04	0.32582426	0.789297659	0.69063804	130
56a37b2057da83db904d54e94bce7448	2.72E-04	0.29088972	0.822023047	0.73593074	78
56a6ec2bd985bd1e061cf3a556ef7efc	0	0.26751592	0.919432861	1	52
56af9131f04edb8c12143591fadfa679	1.14E-04	0.31397355	0.557356749	0.65742953	92
56dfda7134c9e4996bcc95ba36ba5ab1	2.78E-05	0.2559775	0.977616455	0.98709677	31
56e382f5661a180de8f54de1094438bd	5.51E-04	0.33277465	0.981604031	0.61832786	166
571e48dcf99b80e242c3b08d7ec751e5	0	0.1899626	0.981132075	1	27
5726d6339291d26c45c3dd2f6cccbf76	0	0.27090052	0.901041667	1	63
5746f81f8d0862ab4fbb386e949834ae	2.50E-04	0.33050847	0.606541451	0.66039254	112
577fa98a675c311faca9d4d8168f58f9	0	0.31822818	0.981132075	1	44
578f73b5e2e8b5ddced9c5ea25ca44e0	0	0.3013245	0.770111857	1	61
57920d3abcf858bb4e72d57ccb0c228b	2.30E-04	0.32758362	0.697295504	0.74424698	133
57e9748703e61278c45ab33e7336cd08	5.01E-04	0.34162365	0.933333333	0.67331761	149
5849fd954c59617ce8dcb301f7443ec9	0	0.31869254	0.987341772	1	87
584ab99a5a3524c785cc9208620a9263	0	0.31822818	0.981132075	1	44
586900d210fda0f404d5ae4af739f9e8	4.24E-04	0.29030972	0.733024691	0.70745098	51
58b2010997eca0c51406f9a8c67f725a	0	0.32802643	0.798452662	1	55
58b8fba57774cfef042a317520232bf3	0	0.22067293	0.981818182	1	28
58c3141acda539944ad1840c01c2d510	0	0.31547017	0.965517241	1	24
58d7f3f3e56ca5e367401c6243bc0c9e	0	0.30682776	0.99378882	1	81
58f62b140389fee0595c830d18c52ba8	0	0.3	0.985074627	1	50
590092fe08d4afc0a353b4302ff68146	0	0.33201581	0.995515695	1	125
5914b0c429b6ac89bae0a0e8c41f7f93	9.11E-05	0.336	0.882255951	0.8008222	140
594342a3b9ef453fd76908c52a8597f3	0	0.7	0.810526316	1	8
597cc4274e0746fdf4b6359da0aecac3	0	0.30413591	0.664237798	1	52
59ba82b542c5d358be4daa1437f76a8b	2.78E-05	0.2559775	0.977616455	0.98709677	31
59fb491bb056a5a889da334b3795f4bd	0	0.28093645	0.848925411	1	41
5a35b66471d305eb56d0b00436d9759f	7.13E-05	0.27423405	0.783051948	0.71959686	95
5a64b294967376c187c81892ae996162	0	0.1899626	0.981132075	1	27
5a67734bbb8ee1da2a1ae7ad3fea8b56	0	0.24951445	0.972468354	1	39
5a6f6b5687c9392d1d2c2f6962b32bfe	0	0.28892711	0.574795197	1	44
5a7784926f09efdbdfc3461fe41c615f	1.50E-04	0.31267001	0.782211427	0.64333493	92
5a7fe6b07199b632ca469951ac4a86f5	0	0.30178251	0.985915493	1	39
5a941fc0c5da804fb7c2bb69288d2bd7	0	0.27090052	0.964127686	1	63
5a96323329417063d979e9dffbd0ebae	4.73E-04	0.33855216	0.7267645	0.49581365	137
5a9d532c510877d18c47366f34085769	0.00401269	0.35242859	0.965517241	0.7382791	148
5aa10a303dd94c05d3164368e15f29f1	0.00168951	0.35628059	0.8	0.51381215	182
5aa4e1ffb72daa116ffa652a03c97587	0	0.32704403	0.985074627	1	50
5ab84746e0e7da91b171de72932224f0	0.00790352	0.34146341	0.988505747	0.61103573	67
5ac230ec20efd0fe35bf8fb9b15443dc	0	0.3190184	0.994818653	1	114
5ac9fd90c4d20d3cbd03580dd83bd653	1.86E-05	0.31948508	0.983050847	0.82534653	101
5ad2e54e73c50dacc9b9f780ef503cb4	0	0.3190184	0.994818653	1	114
5afa25b2bfe623f8c38bb2691b25eabc	0	0.2869908	0.952380952	1	24
5b0f88048596317bdceff6dd69ed2aae	0	0.22067293	0.981818182	1	28
5b42bcef7a9f3eaa8326621b93379cf1	2.97E-04	0.29201765	0.975609756	0.90769231	26
5b4a130ee58d5fc03d5bb0d50d192e78	0	0.24994278	0.956989247	1	27
5b59b75883c05c4cc051f86b8d70d16d	0	0.26466311	0.978723404	1	25
5b78c1663556600f409076af352d629f	0	0.32802643	0.888589398	1	55
5b7e8f339bd1f95c4d6f2e327221700f	0	0.30178251	0.985915493	1	39
5b84abc1c367146381dc036e677c2e39	4.11E-04	0.33075875	0.948402948	0.57798688	168
5be29ac0054937f1dbc98c2a60821111	1.68E-04	0.33384286	0.923076923	0.83515796	139
5be8f2c4da232cb2e13a116687de16ae	0	0.28816467	0.965517241	1	28
5be994e448355313acf1a1e6a0e6bf02	0	0.30751901	0.826618786	1	93
5bec794df8a5575e05e44aa5af3c92ad	0	0.2983199	0.621288515	1	50
5c21540a4e5fecd2df364e4dfbe09da5	0	0.27670087	0.737237237	1	17
5c63dfda6e9bf0f972af52953d7cda03	0	0.25588752	0.907071888	1	36
5c6eae2ee87beff5d70b946496516d9e	0	0.31111111	0.760493222	1	74
5c89a74a41c096f4c3675a6cb5fd0e86	0	0.30178251	0.985915493	1	39
5cd235cda1dcacbb1a9894c3f08a0fdd	3.07E-04	0.28973202	0.933333333	0.71987315	44
5cf7e73af463b8b00dafa722906a55cc	0	0.25588752	0.938311688	1	36
5d50542ac2802bc7180aa5ae20cbe5ca	0	0.22067293	0.981818182	1	28
5d528d8ea99a9cfb72f5d7db0810be91	0.00156821	0.31249106	0.933333333	0.58088578	66
5d71c4fdecbf99298f95b413fcaf86c5	0	0.7	0.908496732	1	8
5d86dcb78e60e00b9be085f492e6b057	0	0.30682776	0.99378882	1	81
5dae0d7db8a6505f12d65ace63d6d6ca	2.97E-04	0.29201765	0.975609756	0.90769231	26
5db9bb0c2b16a46c8f41bbea2accb6e2	0.0019016	0.32046955	0.5	0.44980443	118
5dc1ef7c9d60d2c58ec282b558567bc9	0	0.28854538	0.494842322	1	35
5de95f1bb2f478e0ecf41f987adaa576	0	0.22653252	0.981818182	1	28
5ded260fe34fbf4cf9ec6834399e8359	0	0.28478289	0.75205298	1	62
5e1b1bd0b428a9158792285d33c0be2b	0	0.31329795	0.950067476	1	46
5e1c6f9901dea1d8b5cf28b3ede6a429	5.24E-04	0.29268293	0.745472998	0.62589195	109
5e2565a3dfe60683a89749cd910ece11	0	0.32635983	0.746680286	1	53
5e6a860b4dc282950acffe1f70d47f67	0	0.30825688	0.976506639	1	47
5e8f72ca3c00edfc44c3f14a4a6620af	0	0.3190184	0.946837048	1	114
5ebe5c9a323e50e3f5ec9f75333b0b68	0	0.22697984	0.857142857	1	7
5ece7300298673c0d840c48747ba0678	2.37E-04	0.3493841	0.951520626	0.92103424	54
5ee2cdaea027787e3072738cc50b7b21	0	0.26466311	0.978723404	1	25
5f01f7b257ebdf9ce59188eb926294f8	0	0.30751901	0.742887815	1	93
5f06acbf8f22eb3da6ca47f2dd44cf4d	2.42E-04	0.33471264	0.828142768	0.73456221	155
5f2bc482f8bc58e2314880bd9336ec96	4.01E-04	0.340399	0.878947368	0.60074801	93
5f3ca89b49530a66f4293685e1833e42	0	0.33201581	0.995515695	1	125
5f5f8d2fd18bf33a30d87485a6132ad3	0.00348671	0.36351531	0.95031617	0.49232064	98
5f650a8428e78a0d6c70d68d30749922	0	0.24451411	0.975609756	1	21
5f675b19ca54ddcff50409daed247c79	2.64E-05	0.27534039	0.830853994	0.75198413	64
5f6b67b0c17d8389515d4b3e8b25ab5e	7.14E-05	0.28257213	0.643121029	0.66975309	81
5f6be656b47fe3fed756f8bb17e4cafd	0	0.32802643	0.721487603	1	55
5f9765afc037b7dffa1b0d01cfdc33c1	0.04730003	0.3256785	0.929824561	0.46930946	69
5fd07cdd56c9610745a3a003d5cbc7b1	1.86E-05	0.31948508	0.983050847	0.82534653	101
5fd19d2151d0f2096103b1f9fa805a90	0	0.28093645	0.803921569	1	41
5fd2c0c487cc763ed027bb0fff9c89dc	0	0.3190184	0.994818653	1	114
6029bc6b0fbf7cc60e93df888effece6	0	0.34291098	0.987654321	1	57
6053d0ec3771a75137d2c1fd2bbf25c7	0	0.32802643	0.888589398	1	55
6053efdd701505f5ac59aab2c71b6097	0	0.33201581	0.995515695	1	125
60984380bad9c0379e1f8b874334e89a	0	0.28478289	0.84851768	1	62
60a149c9900cbbb37f07b856a7dc87bb	0	0.22067293	0.981818182	1	28
60b6b9cd3d7109a11259875a61342e0a	0	0.28093645	0.899206582	1	41
60de51d5dd4f3feb6f68cdb1a8a40917	0	0.30825688	0.596380803	1	47
60fd05c15577f4355ce9dd0df5d7e6ee	0	0.27670087	0.965517241	1	17
60fe1fdc1799463829fdc6295891e2e9	0.00113816	0.31601794	0.539559387	0.58210526	76
61142abb9856ee608138a4cc88635ca6	0.00155286	0.34066448	0.666666667	0.57996204	142
61346c61e6a6013e8689c658becc3284	0	0.3190184	0.994818653	1	114
613787806eb19bb8ead6cef3c522ebe7	0	0.24451411	0.975609756	1	21
614d0bd8734bb9d933a7071fd633cee3	0	0.2983199	0.877819549	1	50
6166beac9c4bd6228e672fb040ade317	0	0.30751901	0.853221289	1	93
6179dd29b2b4e41a345965504c9eb0ea	0	0.2621534	0.621991855	1	24
61f71b7ac496ac2f236d05a762d47163	6.16E-04	0.29030972	0.857142857	0.55974843	106
61fd416146fbcafec1c760d1dada3543	0	0.31869254	0.987341772	1	87
621068be091e9a2cce72fa517fb78de5	0	0.24994278	0.983606557	1	27
6215f98bf463b266500486fe41738196	0.00147885	0.3099631	0.648280934	0.5987346	78
621af72f00832e43dfb3a4f7d5b32699	5.12E-04	0.30086789	0.607669617	0.64848485	100
62675fe61a911b58e92893e7ed8fd79a	0	0.1899626	0.981132075	1	27
62692eed86e987e0615de89419d9d19f	0	0.30682776	0.99378882	1	81
627ad43d85d4f09f1f3e07c6987850e8	2.07E-04	0.28597617	0.679849246	0.68359643	94
628935915ef38cc9abcbf27a6e2f3696	5.99E-04	0.34199812	0.966618287	0.58618421	96
6291eb63a5f7066de5dae2ba4003617e	0	0.30682776	0.99378882	1	81
62a67a592231e5820f922cea595a0ab7	0	0.33201581	0.995515695	1	125
62cc96ab8cd1c6e0c5dd67babd70524c	0	0.28093645	0.923981191	1	41
62d32201e32fbd376ca98601d7c5862d	0	0.31869254	0.987341772	1	87
631cc82132660d56e119ca2a1d5ecba3	6.54E-04	0.3425345	0.667584579	0.58542179	111
6336dae09277fd5b4de81918ea5a0ba5	0	0.24951445	0.987012987	1	39
63537a074be1138f314f4748ed4d297f	4.69E-04	0.34810328	0.95031617	0.85649351	56
63581985b75e2ccf8ed871d65b818815	0	0.16061185	0.987951807	1	42
6375ff3ed6878b4dc41767bfff0fe4f0	0	0.29694086	0.99047619	1	59
637b42f5cb191ff19523e7824ac3db6f	4.69E-04	0.34810328	0.95031617	0.85649351	56
63a67dec316f28a49e143aacedb04885	3.49E-04	0.32150743	0.699825245	0.7003871	125
63be4375f7fe634616ca1b20a3b2deed	5.15E-04	0.3449692	0.94613928	0.54304029	105
63cc53da756919a1d440e890c332e7db	0	0.3190184	0.994818653	1	114
63d97a6844bf4ff2f5683d93e1194fc5	0	0.30682776	0.99378882	1	81
63df7630b1cb4cbc2e039b21284ca72c	0	0.26751592	0.880549199	1	52
63e8fdb152c573bf1435a1c477b1ef72	0	0.33201581	0.995515695	1	125
6404eb6694eae218c625c2b20d8362b2	0	0.31652174	0.956947997	1	64
64157a4b439dac2dbe22c1fb7781bfeb	0	0.33201581	0.995515695	1	125
641b99b162f601ea7a72624a5a772844	0.06035986	0.232811	0.981132075	0.57752489	38
642789d0c4d640d54b316291abefed4f	0	0.33201581	0.995515695	1	125
64611eb5ad8051e9c559be998bde3bbb	9.37E-04	0.34296482	0.834567901	0.45864662	133
64658b78bb581c125c51199f1372ec46	0	0.31547017	0.965517241	1	24
6465f7990c89995e75b03b82cc96c20d	9.20E-05	0.24097981	0.786628734	0.76	25
6474182fbb6719fca1d78597af8c9cf7	0	0.30682776	0.99378882	1	81
6498de2eb3fa17365d4180dd2392a8f0	0	0.29694086	0.99047619	1	59
64a6bd38c6eaf27b20aceda27ecf495b	0	0.33201581	0.995515695	1	125
64e1771ae1aac0e706604e4ae42dc91b	0.00358448	0.31679721	0.541976014	0.53374514	94
65415d8834e6e0e571753aa0da1b0a95	1.68E-04	0.33384286	0.923076923	0.83515796	139
6547b314a5fa4f9a88ca5c32651b94e0	2.79E-05	0.31906501	0.952380952	0.87458007	95
6579405c191d270968b5f6a4930ee8f1	0	0.26415094	0.824175824	1	9
65858e322281869cfdd7c4161d6fc39f	6.30E-04	0.34205168	0.952380952	0.62785208	124
6595f4ae619f8bdabbea6e41ceccd36a	0	0.31822818	0.782284382	1	44
65ed18d0d9b56026e2cff97a9e7f70bb	0	0.1899626	0.981132075	1	27
65eefb289ce880cf498b6e797e626ff9	0.00554845	0.3655842	1	0.49525974	176
661ddaaf8db66c82bd01bbfa31964d1a	0.00278992	0.32169686	0.810457516	0.70035461	48
6626d896413819df7c590db5ae6dce0f	0.00137194	0.27530569	0.96969697	0.55692308	26
66286a6c84cfd254d8b42134cb4cdaa4	6.88E-04	0.28865979	0.964457608	0.73766234	56
667d135d2f8232ce153e7136a991a2d9	0	0.69444444	0.962962963	1	14
667eebcd01a9261753c29ab35528a10f	0.01494782	0.31878558	0.981132075	0.49492017	53
6695cda89be89c8d78650d50484bd1bf	0	0.64102564	0.726153846	1	11
66e132fe3a08448dc15c994bc25c22ec	0	0.26751592	0.919432861	1	52
66e372a5a62e56ed2b1586649e918832	0	0.2621534	0.636986301	1	24
672c9941ef7104a66c1b4224200e022e	0	0.34578847	0.95182174	1	51
673d78079816f079c794a28a4bf66922	0.00134946	0.32896521	0.8	0.64339363	138
6742c12373cbb283f583c4831ecadd9b	0.00157784	0.36170918	0.637204522	0.61195929	132
676681fc97f0b3f629f5a10b43934fe5	0	0.29108357	0.933333333	1	10
678513c0d80a80e7366ed05dd1b87529	3.44E-04	0.3380805	0.767216847	0.64844156	176
67b5ae001ad83a0389484d2f390aaf2b	0	0.30178251	0.985915493	1	39
67b686a63a4736d8105c9090f0316b77	0	0.24451411	0.975609756	1	21
67b95a1a599e850cc8ba6982055d7a04	0	0.30682776	0.99378882	1	81
67c845531e66a21beae137cf7129c66b	0	0.28556485	0.683627553	1	47
67fa0919403f72b45c1aa8134aa577f9	0.00531476	0.3398164	0.985915493	0.53248925	92
680b5b196c124170abcff7f531e7663a	0	0.30178251	0.985915493	1	39
683ff03d383229bab12a28d81eaf9a7a	0	0.3190184	0.994818653	1	114
684237042e48b1fa46fd5cd4a66e527c	0	0.24290958	0.975609756	1	21
6842ccbc407805dd1f926471fe9c9ac6	9.11E-05	0.336	0.863804981	0.8008222	140
684fccbc7e967d00ab6bd93d32c0f0a2	0	0.20047733	0.962962963	1	14
686c39e24c213a7f91a3f7c33917c1a5	6.58E-04	0.30917327	0.759451401	0.73353819	68
686e2d6b7f8cc164da35dbcebc949b22	0	0.31822818	0.538363867	1	44
68915e21fddf488b6a0e189c323cd7ba	0	0.30178251	0.985915493	1	39
68bfcdb3e16b525a079cbddcf91a942e	4.34E-04	0.34162365	0.736842105	0.69325337	116
68f8682868d173c477f90c9f489de599	2.97E-04	0.29201765	0.975609756	0.90769231	26
6922dd82e07af2eef8904ceb81478c27	0	0.64102564	0.952380952	1	11
6932a77a7ceef19d62419ce3ef173df5	0.00152113	0.30253498	0.827090201	0.46341463	123
6982087b2ef3908eab99ca01cdd2e77d	0	0.26466311	0.978723404	1	25
6991472aa2583e7dd41e975fd74018b4	0	0.22067293	0.981818182	1	28
699b7e81c59bb6830135422684199627	0	0.28478289	0.882144831	1	62
69c2fa093d50b18edb5098b76fe676ff	0	0.22067293	0.981818182	1	28
6a085fc573d42861b8b04a79f9929fb2	0.02261725	0.36436436	0.882255951	0.44611206	265
6a0e10e1e709a96d4216545f546c17c3	0.01148073	0.31606368	0.990825688	0.49881983	124
6a19cac46cf8f3be44d3b589e7e68c50	2.37E-04	0.3493841	0.888372093	0.92103424	54
6a2d73f81b1a07594922cbccb6d2e13f	0	0.31329795	0.926923077	1	46
6a34004fd17d001c54c7f53f928cbf0e	0	0.31547017	0.965517241	1	24
6a42fb9bcc7c93be3a4871cc105850c3	0	0.2809726	0.879273504	1	60
6a56e01055abb23d027159b679f83778	4.34E-04	0.34162365	0.736842105	0.69325337	116
6a67c8d6e4ec5309ae33acc53075c4ff	0	0.31329795	0.950067476	1	46
6a9aca9e468e14dbc3f8b53d1b6b68a1	0.00470596	0.33065859	0.935409215	0.61769027	83
6aac548f27e6c55738ad1da9730189c2	6.16E-04	0.29030972	0.857142857	0.55974843	106
6aac81c57c6afaaae667ebd85925e7a1	4.69E-04	0.3416771	0.995515695	0.78658479	146
6ac3db7b6693c6af178117d95b6be515	0.00168877	0.31915826	0.493007355	0.4443449	95
